OTUs;Kingdom;Phylum;Class;Order;Family;Genus;A;B;C;D;E;F;G;H;I;J;K;L;M;N
98_1008;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;0;0;1;0;0;0;1;0;0;0;0;0;0;0
98_1008;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA;0;2;0;0;0;1;0;0;0;0;0;1;0;1
98_10123;Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Ophiocordyceps;0;1;0;0;0;0;0;0;1;0;0;2;0;0
98_10123;Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;NA;NA;0;0;0;1;0;0;0;1;0;0;0;0;0;0
98_10159;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Geotrichum;4;4;15;14;3;12;4;7;3;0;3;6;3;2
98_103405;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;NA;2;4;1;0;4;2;2;0;0;1;0;0;0;0
98_103405;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;NA;NA;5;8;3;5;4;3;2;2;1;3;0;0;1;0
98_10363;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Eremothecium;0;0;0;0;0;0;0;0;1;0;0;2;0;1
98_10363;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;NA;2;1;1;1;1;0;0;0;2;1;0;1;0;1
98_1059;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconobacter;237;417;600;315;419;440;103;66;60;169;15;24;3;14
98_1060;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter;18;22;450;168;226;161;237;188;292;346;380;126;153;155
98_106600;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;NA;NA;4;1;1;0;0;2;0;0;0;0;0;0;0;0
98_106742;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;2;0;1;3;0;1;0;0;1;1;0;0;0;0
98_106742;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;NA;0;0;1;0;1;0;0;0;3;0;0;0;0;0
98_106742;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;NA;NA;3;3;0;2;0;5;0;0;0;0;0;1;0;1
98_10796;Eukaryota;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;1;1;0;0;0;0
98_1088;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter;2;27;1492;701;740;776;461;397;521;335;266;94;43;153
98_109;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alishewanella;3;4;1;5;9;7;0;0;0;10;1;0;0;1
98_109;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;NA;NA;0;0;0;0;1;5;0;0;0;0;0;0;0;0
98_109;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;2;2;0;0;2;1;0;1;0;3;1;1;0;0
98_110712;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;1;0;0;0;2;2;0;0;0;1;0;0;0;0
98_111373;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;3;2;0;0;5;0;0;0;0;0;0;0;0;0
98_11145;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Diutina;Diutina;0;0;0;1;0;0;0;1;3;0;0;0;0;0
98_112299;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconobacter;1;2;10;1;2;2;1;1;0;0;2;0;0;1
98_113231;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;NA;0;5;1;0;0;2;0;0;0;1;0;0;0;0
98_113231;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;NA;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0
98_113300;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;1;6;0;0;2;2;0;0;0;3;1;0;0;1
98_11388;Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;NA;NA;0;2;0;1;0;1;0;0;0;0;0;0;0;0
98_114117;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA;0;0;0;0;0;0;0;2;0;0;0;0;0;0
98_114293;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;NA;1;8;6;3;5;16;3;5;13;15;9;6;7;5
98_11431;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia;18;85;96;81;24;67;5;21;5;27;1;8;0;8
98_11442;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Ascoideaceae;Ascoidea;0;0;0;0;0;0;0;0;3;0;0;0;0;0
98_115240;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA;5;1;2;0;0;2;0;0;1;1;0;0;0;0
98_115917;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;NA;0;0;2;0;0;0;0;0;0;0;0;0;0;0
98_115917;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;NA;NA;1;1;0;1;1;0;0;0;0;0;0;0;0;0
98_116158;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;NA;1;1;0;0;1;0;0;0;0;0;0;0;0;0
98_11702;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;NA;4;3;3;1;4;6;0;0;1;1;1;0;0;0
98_11778;Eukaryota;Zoopagomycota;Entomophthoromycetes;Entomophthorales;Ancylistaceae;Conidiobolus;1;1;1;0;0;0;2;2;5;0;0;0;0;0
98_11779;Eukaryota;Zoopagomycota;Entomophthoromycetes;Entomophthorales;Ancylistaceae;Conidiobolus;6;0;2;1;0;1;1;3;0;0;0;0;0;0
98_118972;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;NA;1;0;3;1;3;0;6;14;12;17;22;23;22;17
98_1195;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;3;4;0;1;0;6;0;0;0;0;0;0;0;0
98_1195;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA;0;3;0;0;0;1;0;0;0;0;0;0;0;0
98_120;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Eremothecium;48;67;73;36;23;63;23;34;29;23;10;17;1;5
98_121;Eukaryota;Mucoromycota;Mucorales;Mucorales;Mucoraceae;Amylomyces;35;7;8;0;12;5;0;0;0;3;0;0;0;0
98_121;Eukaryota;Mucoromycota;Mucorales;Mucorales;Mucoraceae;NA;331;30;32;6;75;23;3;4;1;11;3;4;0;2
98_123;Eukaryota;NA;NA;NA;NA;NA;0;0;0;3;0;0;0;0;0;0;0;0;0;0
98_124169;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;0;0;0;0;0;0;0;0;0;0;8;2;13;3
98_1245;Eukaryota;NA;NA;NA;NA;NA;12;4;3;1;2;3;1;4;1;0;2;0;1;0
98_12538;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;NA;NA;1;0;0;0;0;1;0;0;0;3;0;0;0;0
98_1261;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Sutterellaceae;NA;1;1;1;1;2;0;0;0;0;1;0;0;0;0
98_1261;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;NA;1;3;1;0;0;2;0;1;0;0;0;1;0;0
98_126963;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;NA;2;5;2;1;4;4;0;2;0;5;0;3;0;0
98_12724;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Starmerella;Starmerella;106;98;102;49;57;101;22;43;54;24;25;30;1;16
98_128123;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;NA;NA;0;0;0;0;0;2;0;0;0;0;0;0;0;0
98_129066;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA;2;4;2;1;1;2;0;0;0;2;0;1;0;2
98_129763;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA;1;4;1;0;1;2;0;1;0;0;0;0;0;1
98_130092;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;6;1;1;0;2;0;0;0;0;0;1;0;0;0
98_130096;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;73;6;9;8;11;3;0;0;1;0;13;0;4;1
98_131;Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;1;0;1;0;0;1;0;0;1;0;0;1;0;0
98_131;Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;NA;105;75;32;42;44;19;17;0;2;4;2;2;0;4
98_131;Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;NA;NA;2;4;1;2;2;0;0;0;0;0;0;0;0;0
98_133043;Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;9;0;0;0;0;0;0;0;0;0;0;0;0;0
98_133187;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;NA;1;1;0;1;0;0;0;1;0;0;0;0;0;0
98_134;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;0;0;2;0;1;0;0;0;0;0;0;0;0;0
98_134981;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA;6;6;2;1;0;6;0;2;0;1;0;0;0;2
98_134981;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;NA;NA;0;6;0;4;3;2;0;0;0;1;0;0;0;0
98_135;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;0;10;0;0;0;1;0;0;0;0;0;0;0;0
98_13577;Eukaryota;NA;NA;NA;NA;NA;21;10;11;5;8;13;8;8;2;1;1;1;2;4
98_136;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;0;1;0;0;44;26;0;0;1;9;767;151;1145;104
98_137040;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconobacter;8;10;21;12;16;16;3;9;1;7;0;3;0;0
98_13710;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycopsidaceae;Saccharomycopsis;1;1;1;0;1;1;0;0;0;0;0;0;0;0
98_13713;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Martiniozyma;1;0;0;0;0;1;0;5;0;0;0;0;0;0
98_1372;Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;NA;NA;0;0;0;0;2;0;0;0;0;0;0;0;0;0
98_138204;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;NA;0;0;2;0;1;0;0;0;0;0;0;0;0;0
98_138208;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA;7;18;6;4;11;8;0;2;0;4;0;2;0;0
98_138787;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;NA;NA;2;0;0;0;1;0;0;0;0;0;0;0;0;0
98_13930;Eukaryota;NA;NA;NA;NA;NA;5;2;2;1;0;1;0;0;0;0;1;0;0;0
98_13954;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter;0;0;0;0;0;0;0;0;2;0;0;0;0;0
98_13954;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter;0;0;2;0;0;2;0;0;0;0;0;0;0;0
98_13954;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;NA;0;0;2;0;1;0;0;2;2;1;0;1;0;0
98_13955;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;NA;3;1;7;0;4;7;2;4;4;2;4;2;0;2
98_13956;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconacetobacter;2;3;9;2;7;16;13;26;20;29;43;22;31;30
98_13956;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;NA;7;3;68;35;47;33;53;87;60;102;140;78;87;90
98_13956;Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Coriolaceae;Trametes;0;1;4;0;1;1;0;0;1;1;0;0;0;0
98_13956;Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;NA;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0
98_14;Eukaryota;Ascomycota;Dothideomycetes;Botryosphaeriales;Phyllostictaceae;Phyllosticta;59;18;29;10;9;12;5;3;2;11;3;1;0;59
98_14;Eukaryota;Ascomycota;Dothideomycetes;Dothideales;Aureobasidiaceae;Aureobasidium;1;0;0;1;0;0;0;0;0;0;0;0;0;0
98_14;Eukaryota;Ascomycota;Dothideomycetes;NA;NA;NA;15;5;6;1;3;2;0;0;0;1;0;0;0;4
98_14;Eukaryota;Ascomycota;NA;NA;NA;NA;1;3;3;0;0;0;0;1;0;1;0;0;0;3
98_1403;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;NA;0;0;0;0;2;0;0;0;0;0;0;0;0;0
98_14056;Eukaryota;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;NA;1;2;0;0;0;3;0;0;0;0;0;0;0;0
98_14268;Eukaryota;Mucoromycota;Mucorales;Mucorales;Pilobolaceae;Utharomyces;0;0;0;0;0;0;0;2;0;0;0;0;0;0
98_14397;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia;15;57;22;31;5;52;1;1;0;31;0;20;0;5
98_144493;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;NA;0;0;1;0;1;0;0;0;0;0;0;0;0;0
98_144493;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;NA;NA;2;1;0;0;1;0;0;0;0;0;0;0;0;0
98_14502;Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;NA;NA;1;0;0;0;1;0;0;0;0;0;0;0;0;0
98_14502;Eukaryota;Chlorophyta;Chlorophyceae;NA;NA;NA;0;0;1;0;3;0;0;0;0;2;0;0;0;0
98_145417;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;NA;0;1;1;2;0;0;0;0;0;0;0;1;0;0
98_145418;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;0;0;0;0;0;0;0;1;0;1;0;0;0;0
98_14556;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Starmerella;Starmerella;1;1;0;0;0;0;0;0;0;0;0;0;0;0
98_1464;Eukaryota;Mucoromycota;Mucorales;Mucorales;Rhizopodaceae;NA;1294;119;160;36;478;122;5;8;11;41;12;13;0;13
98_1464;Eukaryota;Mucoromycota;Mucorales;Mucorales;NA;NA;824;68;94;15;286;71;2;7;7;26;6;9;1;10
98_146887;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;NA;1;0;39;27;40;39;29;38;31;55;95;41;47;50
98_147483;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;0;2;1;0;0;1;0;0;0;1;0;0;0;0
98_14803;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycopsidaceae;Saccharomycopsis;16;36;27;24;13;23;5;7;1;7;4;8;0;7
98_1500;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;0;0;0;0;0;0;1;2;2;0;0;0;0;0
98_1506;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Dickeya;0;2;0;2;0;1;0;0;0;0;0;0;0;0
98_1506;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;NA;3;5;0;2;1;4;0;2;0;0;0;1;0;1
98_1506;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;NA;NA;0;5;0;0;1;3;0;0;0;0;0;0;0;1
98_153150;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;NA;NA;2;0;0;0;0;0;0;0;0;0;0;0;0;0
98_153699;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;NA;3;0;2;2;2;3;0;0;0;1;0;0;0;0
98_153699;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;NA;NA;0;1;0;0;0;0;0;1;0;1;0;0;0;0
98_1540;Eukaryota;Cryptophyta;Cryptophyta;Cryptomonadales;Hemiselmidaceae;NA;1;0;0;0;2;0;0;0;0;1;0;0;0;0
98_154039;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;NA;0;0;0;0;0;2;0;0;0;0;0;0;0;0
98_154595;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;NA;9;21;8;9;6;17;0;0;1;6;1;0;0;1
98_154595;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;NA;NA;3;6;2;2;1;5;1;0;0;2;0;0;0;0
98_1551;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;NA;NA;0;0;1;0;0;2;0;0;0;0;0;0;0;0
98_155938;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;0;0;0;0;0;0;0;0;0;0;0;0;2;0
98_157;Eukaryota;Ascomycota;Dothideomycetes;NA;NA;NA;0;0;0;1;0;1;0;0;0;0;0;0;0;0
98_1578;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;1;2;0;0;0;0;0;0;0;0;0;0;0;0
98_15788;Eukaryota;Ascomycota;Dothideomycetes;Botryosphaeriales;Phyllostictaceae;Phyllosticta;3;7;3;0;4;3;1;0;1;1;1;0;0;3
98_15788;Eukaryota;Ascomycota;Dothideomycetes;NA;NA;NA;10;9;3;1;4;2;3;0;1;0;1;0;0;0
98_15857;Eukaryota;Mucoromycota;Mucorales;Mucorales;Cunninghamellaceae;Cunninghamella;17;0;5;0;5;4;0;0;0;0;0;0;0;0
98_159;Eukaryota;Ascomycota;Dothideomycetes;NA;NA;NA;5;2;0;1;1;0;0;3;0;0;0;0;0;3
98_15911;Eukaryota;Ascomycota;NA;NA;NA;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0
98_159404;Bacteria;NA;NA;NA;NA;NA;1;0;0;0;0;0;0;3;2;0;0;0;0;0
98_1605;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Xenorhabdus;3;0;0;0;1;0;0;0;0;0;0;0;0;0
98_161;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Mannheimia;1;1;0;0;0;0;0;0;0;0;0;0;0;0
98_163840;Bacteria;NA;NA;NA;NA;NA;2;1;7;1;6;4;0;0;0;4;1;3;0;0
98_16387;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycopsidaceae;Saccharomycopsis;23;7;5;0;10;9;0;0;3;6;1;0;0;0
98_1639;Eukaryota;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;31;32;28;15;12;19;7;11;10;13;7;14;1;6
98_1639;Eukaryota;NA;NA;NA;NA;NA;23;29;33;16;9;27;10;8;15;18;13;6;0;5
98_1641;Eukaryota;Mucoromycota;Mucorales;Mucorales;Mucoraceae;NA;93;6;9;4;15;3;0;0;1;2;3;2;0;3
98_164291;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;NA;NA;0;0;0;0;0;2;0;0;0;0;0;0;0;0
98_16464;Eukaryota;Chlorophyta;NA;NA;NA;NA;0;0;0;0;0;2;0;0;0;0;0;0;0;0
98_164909;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Frateuria;33;34;46;41;40;38;7;13;6;18;2;3;0;2
98_164913;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;NA;2;0;0;0;0;1;0;0;0;1;0;0;0;0
98_164913;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;NA;NA;8;24;6;6;5;16;0;0;0;4;1;1;1;3
98_1652;Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;0;1;0;0;1;0;0;0;0;0;0;0;0;0
98_16690;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycopsidaceae;Saccharomycopsis;10;2;1;0;3;4;0;3;2;4;1;1;1;0
98_1672;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;0;0;0;0;0;0;0;0;1;0;0;1;1;0
98_1675;Eukaryota;Basidiomycota;Tremellomycetes;Tremellales;NA;NA;0;2;0;6;2;0;0;0;0;0;0;2;0;1
98_17041;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Hyphopichia;0;0;1;0;0;2;0;0;0;2;0;1;0;0
98_17042;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Kuraishia;Kuraishia;1;1;1;0;0;3;0;2;0;2;0;0;0;1
98_17059;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;NA;NA;0;0;0;0;0;0;0;2;4;1;0;0;0;0
98_1706;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia;0;0;0;1;0;3;0;0;0;0;0;0;0;0
98_1706;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;NA;NA;1;1;4;11;0;5;0;4;0;1;1;1;0;1
98_172;Eukaryota;Basidiomycota;Exobasidiomycetes;NA;NA;NA;3;18;2;1;1;10;2;1;0;7;0;0;0;1
98_172;Eukaryota;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Cystofilobasidiaceae;NA;2;4;0;0;0;3;0;0;0;1;0;0;0;1
98_172;Eukaryota;Basidiomycota;Tremellomycetes;Cystofilobasidiales;NA;NA;1;1;0;0;0;0;0;0;0;0;0;0;0;0
98_172;Eukaryota;Basidiomycota;Tremellomycetes;NA;NA;NA;0;11;0;1;2;0;0;0;0;0;0;0;0;0
98_172;Eukaryota;Basidiomycota;NA;NA;NA;NA;16;88;4;2;4;28;0;1;4;17;2;5;1;3
98_17229;Eukaryota;Mucoromycota;Mucorales;Mucorales;NA;NA;1;0;1;0;0;0;0;0;0;0;0;0;0;0
98_17304;Eukaryota;NA;NA;NA;NA;NA;0;0;0;1;0;1;0;0;0;0;0;0;0;0
98_17350;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA;68;6;7;15;16;16;0;1;4;1;0;4;0;1
98_17350;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;NA;NA;198;38;41;48;78;66;1;12;8;31;5;8;1;2
98_17379;Eukaryota;Chlorophyta;NA;NA;NA;NA;0;0;0;0;0;1;0;1;0;0;0;0;0;0
98_174;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida;1;1;1;0;3;1;3;1;5;2;0;0;0;0
98_1755;Eukaryota;Mucoromycota;Mucorales;Mucorales;Rhizopodaceae;Rhizopus;1056;160;225;73;742;162;7;6;7;45;13;10;5;6
98_1755;Eukaryota;Mucoromycota;Mucorales;Mucorales;NA;NA;130;15;32;12;100;31;0;1;1;11;4;3;0;1
98_17559;Eukaryota;Ascomycota;Dothideomycetes;Botryosphaeriales;Phyllostictaceae;Phyllosticta;11;1;5;2;3;1;0;0;0;3;0;0;0;14
98_17559;Eukaryota;Ascomycota;Dothideomycetes;Botryosphaeriales;Phyllostictaceae;NA;12;2;3;1;1;1;2;1;0;0;0;0;0;6
98_17559;Eukaryota;Ascomycota;Dothideomycetes;NA;NA;NA;4;0;3;0;1;1;0;0;0;1;0;0;0;1
98_1765;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Metschnikowiaceae;Kodamaea;1;1;1;4;1;0;0;1;1;2;0;1;0;1
98_17661;Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;0;0;0;0;0;1;0;0;0;2;0;4;0;0
98_17799;Eukaryota;NA;NA;NA;NA;NA;50;18;18;21;19;28;6;7;0;2;2;4;2;3
98_1810;Eukaryota;Ascomycota;NA;NA;NA;NA;4;0;0;0;0;1;0;1;0;0;0;0;0;2
98_1817;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;NA;1;0;0;0;0;5;0;0;0;0;0;0;0;0
98_1817;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;17;46;17;29;24;31;2;7;1;23;0;6;0;5
98_1817;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;NA;109;172;47;79;60;139;3;15;2;51;3;15;1;15
98_1817;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;NA;NA;17;30;9;18;5;24;0;3;0;12;1;4;0;3
98_182;Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;1;0;0;0;0;1;0;0;0;0;1;0;3;0
98_1828;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Komagataella;2;5;5;5;1;2;0;3;3;1;2;1;1;0
98_18608;Eukaryota;NA;NA;NA;NA;NA;1;0;3;0;1;0;0;2;0;0;0;0;0;0
98_18881;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Starmera;5;5;4;4;4;0;0;1;0;1;0;0;0;0
98_18881;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;NA;NA;10;5;11;5;2;4;0;0;0;1;0;1;0;1
98_190;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Millerozyma;183;88;92;59;71;63;12;16;4;36;5;23;2;11
98_190;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;NA;75;58;49;38;19;52;13;18;18;25;8;11;1;10
98_190;Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;NA;NA;24;42;63;19;10;29;8;17;12;21;10;9;0;7
98_19121;Eukaryota;Ascomycota;Dothideomycetes;Botryosphaeriales;Phyllostictaceae;Phyllosticta;1;0;1;0;0;2;0;1;0;0;0;0;0;1
98_19369;Eukaryota;Mucoromycota;Mucorales;Mucorales;Cunninghamellaceae;Cunninghamella;11;0;4;0;3;0;0;0;0;1;0;0;0;0
98_19487;Eukaryota;NA;NA;NA;NA;NA;2;0;0;1;0;0;0;0;0;0;0;0;0;0
98_1959;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;NA;NA;1;0;0;0;1;0;0;0;0;0;0;0;0;0
98_196;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter;12;33;400;497;2380;2142;5993;9227;5411;13140;18372;9840;10094;12176
